business_id,name,categories,latitude,longitude
osm_Sandeepamn Vidyalaya_school,Sandeepamn Vidyalaya,school,17.4260413,78.5361627
osm_Johnson Grammar School_school,Johnson Grammar School,school,17.4167468,78.5427381
osm_Narayana Junior College_school,Narayana Junior College,school,17.4187133,78.544213
osm_Institute of Aircraft Maintenance Engineering_school,Institute of Aircraft Maintenance Engineering,school,17.4593819,78.4573288
osm_Balaji High School_school,Balaji High School,school,17.4510732,78.5334689
osm_Durga Bhavani High School_school,Durga Bhavani High School,school,17.4516847,78.5341421
osm_Zilla Parishad Boys High School_school,Zilla Parishad Boys High School,school,17.4505256,78.5340322
osm_Zilla Parishad Girls high School_school,Zilla Parishad Girls high School,school,17.4504309,78.5333857
osm_Saraswati High School_school,Saraswati High School,school,17.4527246,78.5278602
osm_Bhegas High School_school,Bhegas High School,school,17.4532108,78.528005
osm_St. Joseph's Girls High School_school,St. Joseph's Girls High School,school,17.396378,78.4773556
osm_St. Peter High School_school,St. Peter High School,school,17.4095337,78.4880547
osm_Rockwoods High School_school,Rockwoods High School,school,17.409656,78.4871622
osm_Rockwoods High School_school,Rockwoods High School,school,17.4100043,78.4849523
osm_Lotus Lap School_school,Lotus Lap School,school,17.3328694,78.5687059
osm_DAV Public School_school,DAV Public School,school,17.4949726,78.4105957
"osm_Kendriya Vidyalaya, DRDO, Kanchanbagh_school","Kendriya Vidyalaya, DRDO, Kanchanbagh",school,17.3395118,78.5019168
osm_Kendirya Vidyalaya_school,Kendirya Vidyalaya,school,17.4393096,78.3549913
osm_Siddhartha Residential School_school,Siddhartha Residential School,school,17.4293121,78.437955
osm_Hindu Public School_school,Hindu Public School,school,17.4531263,78.4410265
osm_Chirec Public School_school,Chirec Public School,school,17.4624493,78.3517334
osm_government school_school,government school,school,17.4362507,78.4282993
osm_Dharmavant High School_school,Dharmavant High School,school,17.3618384,78.4819749
osm_St. Theresa High School_school,St. Theresa High School,school,17.4807281,78.5594102
"osm_narayana school,iit_school","narayana school,iit",school,17.4086181,78.4898943
osm_siddhartha High School_school,siddhartha High School,school,17.3304618,78.5694074
osm_Loyola Montessori House_school,Loyola Montessori House,school,17.3303492,78.5693859
osm_eurokids ashok nagar_school,eurokids ashok nagar,school,17.4089994,78.4892653
osm_little gems play school/sri sai ram tutorial_school,little gems play school/sri sai ram tutorial,school,17.4135294,78.4946359
osm_Rv model hight school_school,Rv model hight school,school,17.535571,78.4412727
osm_z.p.g.h.s. ground_school,z.p.g.h.s. ground,school,17.5287955,78.2639747
osm_Nanakramguda Govt primary school_school,Nanakramguda Govt primary school,school,17.4195743,78.3525084
osm_GRIET_school,GRIET,school,17.5197682,78.362891
osm_Sri Chaitanya Junior College_school,Sri Chaitanya Junior College,school,17.4199188,78.411861
osm_Siddhartha Degree College_school,Siddhartha Degree College,school,17.4319663,78.4452586
osm_cognizant collage of commerce_school,cognizant collage of commerce,school,17.4315389,78.450199
osm_baghlingampally_school,baghlingampally,school,17.4020587,78.4985239
osm_St Anthony high school_school,St Anthony high school,school,17.4031097,78.4886592
osm_Sri chaitanya high school_school,Sri chaitanya high school,school,17.4014253,78.4890028
osm_Howard school_school,Howard school,school,17.4018367,78.4871071
osm_Avanthi degree&pg college_school,Avanthi degree&pg college,school,17.4003618,78.4905945
osm_Smiles indian school_school,Smiles indian school,school,17.4017724,78.4861487
osm_St Anthony high school_school,St Anthony high school,school,17.4019162,78.4885635
osm_St Anthony high school_school,St Anthony high school,school,17.4031177,78.4885756
osm_People's High school_school,People's High school,school,17.4040476,78.4888685
"osm_St Paul degree and pg college, St Joseph Jr college_school","St Paul degree and pg college, St Joseph Jr college",school,17.4026174,78.4871893
osm_St Anthony high school_school,St Anthony high school,school,17.4030771,78.4885458
osm_Divyanjali High School._school,Divyanjali High School.,school,17.3967553,78.5156444
osm_Safrani Memorial High School_school,Safrani Memorial High School,school,17.4104845,78.3937958
osm_Zee School_school,Zee School,school,17.3223319,78.6034148
osm_ST Anns School_school,ST Anns School,school,17.3978823,78.4540839
osm_Pavithra International School_school,Pavithra International School,school,17.4790753,78.3177739
osm_Triveni Talent Schools_school,Triveni Talent Schools,school,17.4895943,78.3142119
osm_Orchard_school,Orchard,school,17.4419194,78.3984172
osm_St joseph's public school_school,St joseph's public school,school,17.3680742,78.5156883
osm_Vignan Prabha High School_school,Vignan Prabha High School,school,17.4891585,78.3886658
osm_Mythri High School_school,Mythri High School,school,17.4870703,78.3199625
osm_BNR Brilliant High School_school,BNR Brilliant High School,school,17.4146274,78.4081844
osm_Sri Vidya vardhini high school_school,Sri Vidya vardhini high school,school,17.3593826,78.5045484
osm_Kare school_school,Kare school,school,17.3621596,78.5020934
osm_Anjuman High School_school,Anjuman High School,school,17.4172897,78.4947636
osm_Anjuman Girls High School (Urdu Medium)_school,Anjuman Girls High School (Urdu Medium),school,17.4169063,78.4946918
osm_St. Mary's High School_school,St. Mary's High School,school,17.4389161,78.5031436
osm_St Joseph high school (kindergarten block)_school,St Joseph high school (kindergarten block),school,17.3940612,78.4514384
osm_Indus Universal School_school,Indus Universal School,school,17.5067372,78.5550126
osm_St.Pauls Model School_school,St.Pauls Model School,school,17.4998062,78.5464957
osm_Shishu vihar High School_school,Shishu vihar High School,school,17.5279933,78.2668438
osm_Sharada School_school,Sharada School,school,17.4416821,78.3917014
osm_Ravindra bharati school_school,Ravindra bharati school,school,17.4985377,78.3839858
osm_Sri chaitanya school_school,Sri chaitanya school,school,17.3944606,78.4382545
osm_marvadi high school_school,marvadi high school,school,17.4387618,78.4856916
osm_Tiny tots school_school,Tiny tots school,school,17.3918238,78.4373826
osm_siddhartha model high school_school,siddhartha model high school,school,17.3311282,78.5791879
osm_zikra high_school,zikra high,school,17.4279469,78.4566424
osm_Viveka Vardhani School_school,Viveka Vardhani School,school,17.3834054,78.4793975
osm_Madarath Internation School_school,Madarath Internation School,school,17.3961077,78.4538397
osm_Goutham Model School_school,Goutham Model School,school,17.3984025,78.4660613
osm_City Model High School_school,City Model High School,school,17.3306272,78.6087266
osm_Surabhi high school_school,Surabhi high school,school,17.4116516,78.4921981
osm_Dilsukhnagar Public School_school,Dilsukhnagar Public School,school,17.3694191,78.5276043
osm_Goutham Model School_school,Goutham Model School,school,17.3707541,78.5264074
osm_Brilliant School_school,Brilliant School,school,17.3694149,78.5226345
osm_Narayana high school_school,Narayana high school,school,17.482897,78.413034
osm_Government Boys High School_school,Government Boys High School,school,17.4288187,78.4983748
osm_Sherwood Public School_school,Sherwood Public School,school,17.5114641,78.4759629
osm_ZPHS school_school,ZPHS school,school,17.4926156,78.4076778
osm_Iris Florets_school,Iris Florets,school,17.4787974,78.5531084
osm_Prachin Global School_school,Prachin Global School,school,17.4959701,78.3374513
osm_Sri Chaitanya Techno School_school,Sri Chaitanya Techno School,school,17.43626,78.436907
osm_Panchaseela School_school,Panchaseela School,school,17.4694437,78.4257811
osm_Geetanjali Olympiad Schools_school,Geetanjali Olympiad Schools,school,17.492959,78.409658
osm_Visva Bharati High School_school,Visva Bharati High School,school,17.440133,78.439747
osm_Manjeera High School_school,Manjeera High School,school,17.5261263,78.2653082
osm_Ameri KIDS International & SWETCHA Schools_school,Ameri KIDS International & SWETCHA Schools,school,17.439112,78.434176
osm_Papillon Play School_school,Papillon Play School,school,17.4437108,78.4335884
osm_Vivekananda Convent High School_school,Vivekananda Convent High School,school,17.4650177,78.4278693
osm_Zilla Parishad High School_school,Zilla Parishad High School,school,17.4693449,78.4253813
osm_Narayana High School_school,Narayana High School,school,17.4987339,78.3942688
osm_Gowtham Model School_school,Gowtham Model School,school,17.49252,78.348221
osm_S.M. Model School_school,S.M. Model School,school,17.4690438,78.4197439
osm_Cgr International School_school,Cgr International School,school,17.4485037,78.3916644
osm_EURO PLAY SCHOOL_school,EURO PLAY SCHOOL,school,17.4797317,78.4807073
osm_Narayana Techno School_school,Narayana Techno School,school,17.4496165,78.3871243
osm_Manthan international school._school,Manthan international school.,school,17.4481069,78.3922831
osm_Swectha - The Complete School_school,Swectha - The Complete School,school,17.4497497,78.3920549
osm_Mudhra High School_school,Mudhra High School,school,17.4417857,78.5668286
osm_St. Mathews High School_school,St. Mathews High School,school,17.429639,78.5509227
osm_Seventh-day Adventist high school_school,Seventh-day Adventist high school,school,17.4401021,78.5004359
osm_Nagarjuna Grammar High School_school,Nagarjuna Grammar High School,school,17.4937687,78.3204071
osm_shaikpet government high school_school,shaikpet government high school,school,17.4022481,78.3982147
osm_Sakubhai memorial high school_school,Sakubhai memorial high school,school,17.405749,78.3948017
osm_Valli high school_school,Valli high school,school,17.4061906,78.4010392
osm_ZPHS School_school,ZPHS School,school,17.4409254,78.3869638
osm_Govt Mandala Praja Parishad Primary School_school,Govt Mandala Praja Parishad Primary School,school,17.4416461,78.3879022
osm_Rock Well International School Activity Block_school,Rock Well International School Activity Block,school,17.4379379,78.3986744
"osm_Indus International primary school, Jubilee Hills_school","Indus International primary school, Jubilee Hills",school,17.4351502,78.4046871
osm_SR Digi School Jubilee Hills_school,SR Digi School Jubilee Hills,school,17.4393355,78.3949019
osm_Sri Chaitanya school_school,Sri Chaitanya school,school,17.4459249,78.3988488
osm_Kenedy World School_school,Kenedy World School,school,17.4442725,78.397769
osm_Angel's Convent High School_school,Angel's Convent High School,school,17.3529531,78.507007
osm_Kids r Kids_school,Kids r Kids,school,17.4881204,78.3872787
osm_Sharadha the school_school,Sharadha the school,school,17.4933644,78.3882049
osm_Sri Chaitanya School_school,Sri Chaitanya School,school,17.4953658,78.3885666
osm_Zilla Parishad High School_school,Zilla Parishad High School,school,17.5325342,78.5161065
osm_Slate The school_school,Slate The school,school,17.4380651,78.449212
osm_Sai Latha Model High School_school,Sai Latha Model High School,school,17.5164698,78.4411395
osm_Sailatha model high school_school,Sailatha model high school,school,17.516343,78.441079
osm_Good Shepherd High School_school,Good Shepherd High School,school,17.51508,78.439312
osm_Gitanjali Primary School_school,Gitanjali Primary School,school,17.4400468,78.4579903
osm_Triveni Kids_school,Triveni Kids,school,17.493068,78.4046109
osm_Triveni Kids_school,Triveni Kids,school,17.5098021,78.3005066
osm_Gayatri High School_school,Gayatri High School,school,17.484386,78.382066
osm_Sraddha concept school_school,Sraddha concept school,school,17.5027937,78.4293956
osm_Matrusi techno school_school,Matrusi techno school,school,17.3970103,78.5037892
osm_Janapriya Schools_school,Janapriya Schools,school,17.4907311,78.3580679
osm_Roa's Schools_school,Roa's Schools,school,17.4946264,78.3556961
osm_St.Martins High School_school,St.Martins High School,school,17.4957622,78.3591655
osm_mother's high school_school,mother's high school,school,17.3964354,78.5028158
osm_Arya bhatta high school_school,Arya bhatta high school,school,17.3968972,78.5025045
osm_Oasis School_school,Oasis School,school,17.4120759,78.396375
osm_ravindra bharathi school_school,ravindra bharathi school,school,17.3674335,78.5219518
osm_Arya bhatta primary school_school,Arya bhatta primary school,school,17.3979094,78.5024885
osm_Ravindra Bharati High School_school,Ravindra Bharati High School,school,17.3270095,78.5748358
osm_Sree Vani High School_school,Sree Vani High School,school,17.5339615,78.2673539
osm_St.Josephs high school_school,St.Josephs high school,school,17.5337495,78.2715024
osm_Vidyanikethan High School_school,Vidyanikethan High School,school,17.5334177,78.2667648
osm_Nobel High School_school,Nobel High School,school,17.5315904,78.2678404
osm_Chaitanya High School_school,Chaitanya High School,school,17.5383978,78.2662593
osm_Castletown School_school,Castletown School,school,17.4971032,78.3604199
osm_castle town school_school,castle town school,school,17.4946932,78.3563015
osm_G. Pulla Reddy High School_school,G. Pulla Reddy High School,school,17.3931364,78.4365999
osm_G. Pulla Reddy High School grounds_school,G. Pulla Reddy High School grounds,school,17.3941834,78.4365354
osm_Montridge high school_school,Montridge high school,school,17.5232027,78.4159559
osm_IICT - Zaheer Memorial High School_school,IICT - Zaheer Memorial High School,school,17.4176725,78.5476721
"osm_Kendriya Vidyalaya No 2, Golconda_school","Kendriya Vidyalaya No 2, Golconda",school,17.4012737,78.4275969
osm_Bharati Vidya Bhavan High School_school,Bharati Vidya Bhavan High School,school,17.3898991,78.5097805
osm_Moulana Azad Memorial High School_school,Moulana Azad Memorial High School,school,17.4028481,78.4693012
osm_Indus Junior School Gachibowli_school,Indus Junior School Gachibowli,school,17.469582,78.3095514
osm_Sri Chaitanya school_school,Sri Chaitanya school,school,17.4691367,78.3091048
osm_Chanakya high school_school,Chanakya high school,school,17.494379,78.4597765
osm_Netaji High School_school,Netaji High School,school,17.4927243,78.4597249
osm_Vidya Dayini Pre-Primary School_school,Vidya Dayini Pre-Primary School,school,17.348503,78.5097698
osm_St. Ann's School_school,St. Ann's School,school,17.4420497,78.5030995
osm_Zilla Parishad High School_school,Zilla Parishad High School,school,17.4969681,78.3576715
osm_Kennedy High - The Magnet School_school,Kennedy High - The Magnet School,school,17.4860899,78.4218974
osm_Kennedy Sparks - The Play School_school,Kennedy Sparks - The Play School,school,17.486072,78.4221791
osm_سکسیس اسکول_school,سکسیس اسکول,school,17.357872,78.5054576
osm_Tajweed Ul Quran_school,Tajweed Ul Quran,school,17.3832875,78.5189191
osm_St. Gabriels High School_school,St. Gabriels High School,school,17.4127316,78.5603678
osm_Petros high school_school,Petros high school,school,17.371567,78.5037063
osm_newgen_school,newgen,school,17.381063,78.4393913
osm_Tagores Home High School_school,Tagores Home High School,school,17.4390615,78.497944
osm_Chinmaya Vidyalaya High School_school,Chinmaya Vidyalaya High School,school,17.4352252,78.4597969
osm_RSK High School_school,RSK High School,school,17.4923402,78.4615753
osm_St Anns High School_school,St Anns High School,school,17.4967073,78.3453066
osm_Little flower grammar high school_school,Little flower grammar high school,school,17.5043769,78.3954655
osm_Medha concept school_school,Medha concept school,school,17.5379838,78.4385741
osm_Kriti concept school_school,Kriti concept school,school,17.536236,78.4386962
osm_Vidhya Vani High School_school,Vidhya Vani High School,school,17.4912635,78.3339391
osm_Niraj Kindergarten and Primary school_school,Niraj Kindergarten and Primary school,school,17.4362602,78.4602771
osm_NSV High School_school,NSV High School,school,17.4915601,78.334498
osm_Rainbow Model School_school,Rainbow Model School,school,17.4890009,78.4557313
osm_Little Scholars School_school,Little Scholars School,school,17.4897485,78.4575508
osm_Sai Ganesh High school_school,Sai Ganesh High school,school,17.4435951,78.5644031
osm_Sri Nikathan high school_school,Sri Nikathan high school,school,17.4432797,78.5654201
osm_kasturibhai girls high school_school,kasturibhai girls high school,school,17.357889,78.4615836
osm_St.Domnics High School_school,St.Domnics High School,school,17.3723374,78.5144147
osm_Queens International School_school,Queens International School,school,17.4322005,78.4358526
osm_Bright High School_school,Bright High School,school,17.4335295,78.4367135
osm_Goutham Model School_school,Goutham Model School,school,17.4335454,78.4455624
osm_Seven Hills Primary School_school,Seven Hills Primary School,school,17.4552127,78.4241456
osm_Netaji High School_school,Netaji High School,school,17.4461906,78.4310812
osm_St Alphonsas High School_school,St Alphonsas High School,school,17.4467489,78.4304897
osm_Twin Cities High School_school,Twin Cities High School,school,17.3892953,78.5105136
osm_Narayana school_school,Narayana school,school,17.4871306,78.3154653
osm_sainath grammar school_school,sainath grammar school,school,17.4881418,78.3165807
osm_Sree Balaji High School_school,Sree Balaji High School,school,17.4161166,78.5176108
osm_Kakatiya School_school,Kakatiya School,school,17.4221696,78.5172525
osm_bhashyam high school_school,bhashyam high school,school,17.3485722,78.5088044
osm_goldcrest school_school,goldcrest school,school,17.4398892,78.3326889
osm_ZPHS School_school,ZPHS School,school,17.4862742,78.3176848
osm_sri nagarjuna vidhyalaya high school_school,sri nagarjuna vidhyalaya high school,school,17.4999079,78.4198627
osm_Akshara high school_school,Akshara high school,school,17.4993906,78.4194064
osm_Arya Samaj School_school,Arya Samaj School,school,17.3773268,78.4863801
osm_CMR Model High School_school,CMR Model High School,school,17.5202442,78.4321214
osm_Noori high school_school,Noori high school,school,17.5179644,78.4351629
osm_Sadhana High School_school,Sadhana High School,school,17.5196726,78.4355488
osm_Zaamin High school_school,Zaamin High school,school,17.5147227,78.4350569
osm_Brilliant Grammar High School_school,Brilliant Grammar High School,school,17.3988385,78.4480873
osm_Sri Gayatri School_school,Sri Gayatri School,school,17.3781457,78.4369801
osm_Vivekananda School_school,Vivekananda School,school,17.3802769,78.4394986
"osm_Sri Chaitanya School, Hyderguda_school","Sri Chaitanya School, Hyderguda",school,17.3697332,78.4231754
osm_Bharathi Vidya Nikethan School_school,Bharathi Vidya Nikethan School,school,17.3739106,78.4518668
osm_Vikas High School_school,Vikas High School,school,17.3302879,78.4868622
osm_Sri Narayana School_school,Sri Narayana School,school,17.3063269,78.4396489
osm_newton mission high school_school,newton mission high school,school,17.3626729,78.4439258
osm_School Ground_school,School Ground,school,17.3597495,78.4415722
osm_Vidya Bharthi High School_school,Vidya Bharthi High School,school,17.3616764,78.4419501
osm_New Eden school_school,New Eden school,school,17.3779976,78.4480818
osm_Jasmin Techno School_school,Jasmin Techno School,school,17.3748745,78.4489018
osm_ZPHS(Zilla parishath highh school)_school,ZPHS(Zilla parishath highh school),school,17.5154432,78.443438
osm_Governament School_school,Governament School,school,17.3780049,78.438844
osm_Newgen High School_school,Newgen High School,school,17.3803567,78.4397296
osm_Government school ground_school,Government school ground,school,17.4426793,78.5725688
osm_kakathiya techno School_school,kakathiya techno School,school,17.3500344,78.5598827
osm_Little Birds School_school,Little Birds School,school,17.4569367,78.4090537
osm_Kenworld High School_school,Kenworld High School,school,17.455937,78.4102699
osm_Tirumala High School_school,Tirumala High School,school,17.454948,78.4087256
osm_Zilla Parishat High School_school,Zilla Parishat High School,school,17.3927523,78.5366562
osm_Bala Bharathi High School_school,Bala Bharathi High School,school,17.3944089,78.5337806
osm_St. Mary’s High School_school,St. Mary’s High School,school,17.49464,78.3850736
osm_Sri Chaitanya School_school,Sri Chaitanya School,school,17.3403461,78.4696002
osm_Thakshashila HIgh School_school,Thakshashila HIgh School,school,17.3400659,78.4731667
osm_Govt Girls High School  And College_school,Govt Girls High School  And College,school,17.3371624,78.4737816
osm_Saraswati vidhya mandir_school,Saraswati vidhya mandir,school,17.3399877,78.4735935
osm_vidyanjali grammar schools_school,vidyanjali grammar schools,school,17.3585027,78.5438557
"osm_Government High School, Vijayanagar Colony_school","Government High School, Vijayanagar Colony",school,17.3934767,78.455121
osm_Vivek Vardhini Kanyashala School_school,Vivek Vardhini Kanyashala School,school,17.3799762,78.483112
osm_Sri Nagarjuna Vidyalaya_school,Sri Nagarjuna Vidyalaya,school,17.5112388,78.4062417
osm_Johnson Grammar School ICSE/ICE_school,Johnson Grammar School ICSE/ICE,school,17.4374845,78.5537555
"osm_Tatva Global School, Gajularamaram_school","Tatva Global School, Gajularamaram",school,17.5309797,78.4236014
osm_New Era The Lead School_school,New Era The Lead School,school,17.5291439,78.4246653
osm_genesis school_school,genesis school,school,17.4941991,78.3365878
osm_Tatva Global School_school,Tatva Global School,school,17.5309792,78.4235992
osm_ADOBE School_school,ADOBE School,school,17.4525847,78.2854753
osm_st mouses high school ground_school,st mouses high school ground,school,17.5061113,78.4648854
osm_TVR model School ground_school,TVR model School ground,school,17.4951547,78.4512394
osm_Pallavi Model School Hayathnagar CBSE school_school,Pallavi Model School Hayathnagar CBSE school,school,17.3294023,78.598064
osm_St. Martin's High School_school,St. Martin's High School,school,17.4472537,78.5299577
osm_Kairali Vidhya Bhavan_school,Kairali Vidhya Bhavan,school,17.473323,78.5416693
osm_Law College_college,Law College,college,17.4158429,78.5256436
osm_Royal Jr. College_college,Royal Jr. College,college,17.442328,78.4421888
osm_Computer Science Department_college,Computer Science Department,college,17.4072027,78.5194123
osm_Chanchalguda Junior College_college,Chanchalguda Junior College,college,17.3657622,78.4970385
osm_Hindi Maha Vidyalaya_college,Hindi Maha Vidyalaya,college,17.4014928,78.5092128
osm_Board of Intermediate_college,Board of Intermediate,college,17.3899398,78.4688074
osm_Narayana Junior College_college,Narayana Junior College,college,17.3369927,78.5696216
osm_سٹی کالج_college,سٹی کالج,college,17.3688394,78.4691899
osm_AVM High School_college,AVM High School,college,17.317939,78.4032855
osm_administrative staff college of india_college,administrative staff college of india,college,17.4144476,78.459518
osm_smart media desktop_college,smart media desktop,college,17.4150896,78.4949932
"osm_Center of Excellence of ICAI,ICAI Bhawan_college","Center of Excellence of ICAI,ICAI Bhawan",college,17.4244165,78.3346253
osm_sri chaitanya JUNIOR COLLEGE_college,sri chaitanya JUNIOR COLLEGE,college,17.3987837,78.5055447
osm_ST.PATRICKS JUNIOR COLLEGE_college,ST.PATRICKS JUNIOR COLLEGE,college,17.3983896,78.5051128
osm_narayana junior college_college,narayana junior college,college,17.4013593,78.4881019
osm_fitjee school_college,fitjee school,college,17.4013527,78.4883308
osm_narayana boys campus_college,narayana boys campus,college,17.3976228,78.4927257
osm_Science Complex_college,Science Complex,college,17.4562107,78.3298404
osm_masab tank_college,masab tank,college,17.4044134,78.4558744
osm_كليه كاظم_college,كليه كاظم,college,17.3988996,78.4753403
osm_Indian Culinary Academy_college,Indian Culinary Academy,college,17.4367096,78.4583705
osm_Indian Culinary Academy_college,Indian Culinary Academy,college,17.4367875,78.4583664
osm_St. Mary's College_college,St. Mary's College,college,17.4372208,78.426692
osm_Veda degree college_college,Veda degree college,college,17.3483967,78.5141671
osm_Govt degree college_college,Govt degree college,college,17.4098,78.4586622
osm_st marys college of education_college,st marys college of education,college,17.4388588,78.5027097
osm_St Ann's college_college,St Ann's college,college,17.3932152,78.437274
osm_Osmania university college of science_college,Osmania university college of science,college,17.4056373,78.4536111
osm_National Institute of Urban Management_college,National Institute of Urban Management,college,17.4368007,78.3609606
osm_Badruka college_college,Badruka college,college,17.3894032,78.4952101
osm_Indian Institute of Management & Commerce_college,Indian Institute of Management & Commerce,college,17.4063386,78.4649785
osm_BR Ambedkar Open University_college,BR Ambedkar Open University,college,17.397702,78.4747371
osm_ICAT design and media college_college,ICAT design and media college,college,17.3686753,78.5388751
osm_Narayana junior collage_college,Narayana junior collage,college,17.3466078,78.5076038
osm_Excel Junior College_college,Excel Junior College,college,17.3707443,78.527576
osm_NRI Junior College_college,NRI Junior College,college,17.3702738,78.5219975
osm_Narayana Junior College ( Jaya Complex)_college,Narayana Junior College ( Jaya Complex),college,17.4828168,78.4132134
osm_Gandhi Medical College_college,Gandhi Medical College,college,17.424671,78.5044035
osm_University of Hyderabad_college,University of Hyderabad,college,17.4576264,78.3308817
osm_University of Hyderabad_college,University of Hyderabad,college,17.4588696,78.3314025
osm_Vasavi College of Engineering_college,Vasavi College of Engineering,college,17.3807982,78.3820908
osm_madina engineering acadamy_college,madina engineering acadamy,college,17.3781208,78.5004027
osm_Vaishnavi College For Distance Education_college,Vaishnavi College For Distance Education,college,17.4908744,78.3966418
osm_Vignan Junior and Degree College_college,Vignan Junior and Degree College,college,17.418935,78.542138
osm_Anwarul Uloom College of Pharmacy_college,Anwarul Uloom College of Pharmacy,college,17.3905535,78.4566657
osm_Deccan college of engineering and technology_college,Deccan college of engineering and technology,college,17.3844415,78.4659197
osm_G P R College of Pharmacy_college,G P R College of Pharmacy,college,17.3925387,78.436453
osm_ISL Engineering College_college,ISL Engineering College,college,17.3053491,78.4569384
osm_Mahaveer Institute of Science and Technology_college,Mahaveer Institute of Science and Technology,college,17.3078247,78.4558269
osm_Nawab Shah Alam Khan College of Engineering and Technology_college,Nawab Shah Alam Khan College of Engineering and Technology,college,17.371431,78.4934489
osm_Resonance_college,Resonance,college,17.4501153,78.388921
osm_Vasundara degree college_college,Vasundara degree college,college,17.4556658,78.5659568
osm_VelocIITy junior kalam campus_college,VelocIITy junior kalam campus,college,17.4465983,78.3917396
osm_Orbit Educational Institutions_college,Orbit Educational Institutions,college,17.4500041,78.3859779
osm_Narayana IIT academy_college,Narayana IIT academy,college,17.4369722,78.3931292
osm_Gayatri College_college,Gayatri College,college,17.4407911,78.3910254
osm_Sri Chaitanya College_college,Sri Chaitanya College,college,17.4509725,78.391453
osm_saanvi Degree college_college,saanvi Degree college,college,17.353843,78.5073565
osm_srichaitanya junior college_college,srichaitanya junior college,college,17.3531934,78.507482
osm_Ms junior college_college,Ms junior college,college,17.3930923,78.4386714
osm_Sri Chaitanya Junior College_college,Sri Chaitanya Junior College,college,17.4922912,78.4061527
osm_St.patricks_college,St.patricks,college,17.3974824,78.5042875
osm_coaching center_college,coaching center,college,17.3967636,78.5026424
osm_Ace Academy_college,Ace Academy,college,17.3669809,78.5208816
osm_pragati junior college_college,pragati junior college,college,17.3667413,78.521289
osm_Annie besant degree college_college,Annie besant degree college,college,17.3675489,78.5213908
osm_pragati degree college_college,pragati degree college,college,17.3678622,78.5225099
osm_siddharth degree college_college,siddharth degree college,college,17.3682946,78.5218073
osm_Aryabatta Junior College_college,Aryabatta Junior College,college,17.5283611,78.2651448
osm_Govt. Degree College_college,Govt. Degree College,college,17.5314417,78.264516
osm_CA_college,CA,college,17.4010254,78.508014
osm_siddhartha college_college,siddhartha college,college,17.3680709,78.5215035
osm_Roots academy_college,Roots academy,college,17.4949198,78.3951086
osm_Sri Vedha Junior College_college,Sri Vedha Junior College,college,17.5280513,78.2662463
osm_St Ann's college ground_college,St Ann's college ground,college,17.3933378,78.4374315
osm_Sri aurobindo junior college_college,Sri aurobindo junior college,college,17.3944467,78.4419723
osm_Sindhu degree college for women_college,Sindhu degree college for women,college,17.3948885,78.432561
osm_Government Junior College_college,Government Junior College,college,17.3221284,78.4009874
osm_Spring Field High School_college,Spring Field High School,college,17.3214539,78.4019895
osm_PVN Telangana State Veterinary University_college,PVN Telangana State Veterinary University,college,17.3204193,78.4017426
osm_Adarsh Vidyalaya High School_college,Adarsh Vidyalaya High School,college,17.3185143,78.4038345
osm_Horticulture Head Office_college,Horticulture Head Office,college,17.3101478,78.4204548
osm_School of Agricultural Business Management_college,School of Agricultural Business Management,college,17.3095888,78.421723
osm_School of Agribusiness Management College_college,School of Agribusiness Management College,college,17.3086381,78.4210021
"osm_Horticulture Garden, College of..._college","Horticulture Garden, College of...",college,17.3207945,78.4170162
osm_AINP on Vertebrate Pest Management PJTS Agricultural University_college,AINP on Vertebrate Pest Management PJTS Agricultural University,college,17.3270149,78.4104749
osm_NATIONAL HIGH SCHOOL_college,NATIONAL HIGH SCHOOL,college,17.4404381,78.4548172
osm_National School_college,National School,college,17.439868,78.4567037
osm_Chinmaya Vidyalaya_college,Chinmaya Vidyalaya,college,17.4353968,78.4583742
osm_Tulasi High School_college,Tulasi High School,college,17.4020515,78.4446463
osm_G.Narayanamma High School_college,G.Narayanamma High School,college,17.391815,78.4427097
osm_Happy Scholars School_college,Happy Scholars School,college,17.3927161,78.4443244
osm_Shums The School_college,Shums The School,college,17.3924836,78.4442748
osm_Happay Scholars School_college,Happay Scholars School,college,17.3914861,78.4452494
osm_HPS Kids Mehdipatnam_college,HPS Kids Mehdipatnam,college,17.3919954,78.444446
"osm_Vikas Vidyalaya High School , Asifnagar_college","Vikas Vidyalaya High School , Asifnagar",college,17.3916425,78.4440107
osm_Peace Angels High School_college,Peace Angels High School,college,17.3906223,78.4426149
osm_Sunrise High School_college,Sunrise High School,college,17.3896623,78.4430524
osm_SunRise High School_college,SunRise High School,college,17.3893911,78.4428517
osm_Astrokids Techno School_college,Astrokids Techno School,college,17.3889843,78.442378
osm_Sradha Play School_college,Sradha Play School,college,17.3885388,78.442775
osm_Hidayah Islamic International School - Mehdipatnam_college,Hidayah Islamic International School - Mehdipatnam,college,17.386989,78.442272
osm_The Divine Touch Pre School_college,The Divine Touch Pre School,college,17.3839597,78.439861
osm_St. Mary's High School_college,St. Mary's High School,college,17.3840114,78.4389701
osm_MNR School of Excellence_college,MNR School of Excellence,college,17.3833614,78.4378852
osm_Krishnaveni Talent School_college,Krishnaveni Talent School,college,17.3825929,78.4385934
osm_Vivekananda High School_college,Vivekananda High School,college,17.3846701,78.4382979
